〇,ling,2
吖,a,1
阿,a,1
阿,e,1
阿,a,4
阿,a,5
啊,a,1
啊,a,2
啊,a,3
啊,a,4
啊,a,5
锕,a,1
锕,a,4
锕,e,1
錒,a,1
錒,a,4
錒,e,1
嗄,a,1
嗄,a,2
嗄,sha,4
厑,aes,6
哎,ai,1
哀,ai,1
唉,ai,1
唉,ai,4
埃,ai,1
挨,ai,1
挨,ai,2
欸,ai,3
欸,ai,1
欸,ea,1
欸,ea,2
欸,ea,3
欸,ea,4
溾,ai,5
溾,wei,1
锿,ai,1
鎄,ai,1
啀,ai,5
啀,ai,2
捱,ai,2
皑,ai,2
凒,ai,5
嵦,ai,2
溰,ai,5
溰,yi,1
嘊,ai,5
敱,ai,2
敳,ai,2
敳,ai,5
皚,ai,2
癌,ai,2
癌,yan,2
毐,ai,3
昹,ai,3
昹,ai,5
娾,ai,5
娾,ai,2
嗳,ai,3
嗳,ai,1
嗳,ai,4
矮,ai,3
蔼,ai,3
躷,ai,5
噯,ai,1
噯,ai,3
噯,ai,4
濭,ai,4
濭,ai,5
濭,ke,5
藹,ai,3
譪,ai,4
譪,ai,5
霭,ai,3
靄,ai,3
艾,ai,4
艾,yi,4
伌,ai,1
爱,ai,4
砹,ai,4
硋,ai,4
硋,ai,5
隘,ai,4
嗌,ai,4
嗌,yi,4
塧,ai,5
嫒,ai,4
愛,ai,4
碍,ai,4
叆,ai,4
暧,ai,4
瑷,ai,4
僾,ai,4
僾,ai,5
壒,ai,5
壒,kai,4
嬡,ai,4
懓,ai,5
薆,ai,4
薆,ai,5
懝,ai,5
曖,ai,4
璦,ai,4
賹,ai,4
賹,ai,5
賹,yi,5
餲,ai,4
餲,he,2
鴱,ai,4
皧,ai,5
瞹,ai,5
馤,jie,2
礙,ai,4
礙,ai,5
礙,yi,5
譺,ai,5
譺,ni,3
譺,yi,5
鑀,ai,4
鑀,ai,5
鱫,ai,4
靉,ai,4
安,an,1
侒,an,1
侒,an,5
峖,an,1
桉,an,1
桉,an,4
氨,an,1
庵,an,1
庵,an,4
菴,an,1
菴,an,4
谙,an,1
媕,an,1
萻,an,1
葊,an,1
痷,an,1
痷,e,4
痷,ye,4
腤,an,1
鹌,an,1
蓭,an,1
誝,an,1
鞌,an,1
鞍,an,1
盦,an,1
諳,an,1
闇,an,4
馣,an,1
馣,yan,3
鮟,an,1
盫,an,1
鵪,an,1
韽,an,1
韽,yin,1
鶕,an,1
玵,an,1
玵,an,2
啽,an,2
雸,an,2
垵,an,3
垵,an,1
俺,an,3
唵,an,1
唵,an,3
埯,an,3
埯,an,1
铵,an,1
铵,an,3
隌,an,3
揞,an,3
晻,an,3
晻,an,4
晻,yan,3
罯,an,3
銨,an,1
銨,an,3
犴,an,4
犴,han,1
犴,han,4
岸,an,4
按,an,4
洝,an,4
荌,an,4
案,an,4
胺,an,1
胺,an,4
豻,an,4
豻,han,4
堓,an,4
婩,an,4
婩,yan,4
暗,an,4
貋,han,4
儑,an,4
儑,e,4
錌,an,4
黯,an,4
肮,ang,1
肮,hang,2
骯,ang,1
岇,ang,2
昂,ang,2
昻,ang,2
枊,ang,4
盎,ang,4
醠,ang,4
凹,ao,1
凹,wa,1
坳,ao,4
坳,ao,1
垇,ao,4
柪,ao,1
柪,ao,3
柪,ao,4
柪,niu,4
軪,ao,1
爊,ao,1
爊,ao,2
敖,ao,2
厫,ao,2
隞,ao,2
嗷,ao,2
嗸,ao,2
嶅,ao,2
廒,ao,2
滶,ao,2
獒,ao,2
獓,ao,2
遨,ao,2
摮,ao,2
熬,ao,2
熬,ao,1
璈,ao,2
蔜,ao,2
磝,ao,2
翱,ao,2
聱,ao,2
螯,ao,2
翶,ao,2
謷,ao,2
翺,ao,2
鳌,ao,2
鏖,ao,2
鰲,ao,2
鷔,ao,2
鼇,ao,2
抝,ao,3
抝,ao,4
抝,niu,4
芺,ao,3
芺,tian,1
拗,ao,4
拗,niu,4
拗,ao,3
拗,yao,4
拗,yu,4
袄,ao,3
媪,ao,3
镺,ao,3
镺,ao,4
媼,ao,3
襖,ao,3
岙,ao,4
扷,ao,4
岰,ao,4
岰,you,3
傲,ao,4
奡,ao,4
奥,ao,4
嫯,ao,4
慠,ao,4
骜,ao,4
骜,ao,2
奧,ao,4
澚,ao,4
墺,ao,4
嶴,ao,4
澳,ao,4
懊,ao,4
擙,ao,4
謸,ao,2
鏊,ao,4
鏊,ao,2
驁,ao,2
驁,ao,4
八,ba,1
八,ba,2
仈,ba,1
巴,ba,1
叭,ba,1
扒,pa,2
扒,ba,1
朳,ba,1
玐,ba,1
吧,ba,1
吧,ba,5
夿,ba,1
夿,pa,1
岜,ba,1
芭,ba,1
疤,ba,1
哵,ba,1
捌,ba,1
笆,ba,1
粑,ba,1
紦,ba,1
羓,ba,1
蚆,ba,1
蚆,pa,1
釟,ba,1
豝,ba,1
鲃,ba,1
鲃,ba,4
魞,ba,1
叐,ba,2
犮,ba,2
抜,ba,2
坺,ba,2
妭,ba,2
拔,ba,2
茇,ba,2
炦,ba,2
癹,po,1
胈,ba,2
釛,he,2
菝,ba,2
詙,ba,2
跋,ba,2
軷,ba,2
颰,ba,2
魃,ba,2
墢,ba,2
鼥,ba,2
把,ba,3
把,ba,4
钯,ba,3
钯,pa,2
鈀,ba,3
鈀,pa,2
靶,ba,3
坝,ba,4
弝,ba,4
爸,ba,4
垻,ba,4
罢,ba,4
罢,ba,5
罢,pi,2
跁,ba,4
跁,pa,2
鲅,ba,4
罷,ba,4
罷,ba,5
罷,pi,2
鮁,ba,4
覇,ba,4
矲,bai,3
矲,bai,4
矲,pai,3
霸,ba,4
壩,ba,4
灞,ba,4
欛,ba,4
挀,bo,4
掰,bai,1
白,bai,2
白,bo,2
百,bai,3
百,bo,2
佰,bai,3
佰,bo,2
柏,bai,3
柏,bo,4
柏,bo,2
栢,bai,3
捭,bai,3
竡,bai,3
粨,bai,3
粨,mi,3
絔,bai,3
絔,bo,2
摆,bai,3
擺,bai,3
襬,bai,3
呗,bai,4
呗,bai,5
呗,bei,5
庍,bai,4
拝,bai,4
败,bai,4
拜,bai,4
唄,bai,4
唄,bai,5
唄,bei,5
敗,bai,4
猈,ba,4
猈,bai,4
猈,pi,2
稗,bai,4
稗,bi,4
粺,bai,4
鞁,bei,4
鞁,tuo,2
薭,bai,4
贁,bai,4
韛,bai,4
兡,bai,3
兡,ke,4
瓸,bai,3
瓸,wa,3
扳,ban,1
扳,pan,1
攽,ban,1
朌,ban,1
班,ban,1
般,ban,1
般,bo,1
般,pan,2
颁,ban,1
斑,ban,1
搬,ban,1
斒,ban,1
頒,ban,1
瘢,ban,1
螁,ban,1
螁,tui,4
螁,tun,4
螌,ban,1
褩,ban,1
癍,ban,1
辬,ban,1
阪,ban,3
坂,ban,3
岅,ban,3
昄,ban,3
板,ban,3
版,ban,3
瓪,ban,3
钣,ban,3
粄,ban,3
舨,ban,3
鈑,ban,3
蝂,ban,3
魬,ban,4
魬,fan,3
闆,ban,3
办,ban,4
半,ban,4
伴,ban,4
扮,ban,4
姅,ban,4
怑,ban,4
拌,ban,4
绊,ban,4
秚,ban,4
湴,ban,4
湴,bian,4
絆,ban,4
鉡,ban,4
靽,ban,4
辦,ban,4
瓣,ban,4
邦,bang,1
峀,bang,1
垹,bang,1
帮,bang,1
捠,bang,1
梆,bang,1
浜,bang,1
邫,bang,1
幇,bang,1
幚,bang,1
縍,bang,1
幫,bang,1
鞤,bang,1
绑,bang,3
綁,bang,3
榜,bang,3
榜,bang,4
榜,peng,2
牓,bang,3
膀,bang,3
膀,bang,4
膀,pang,2
膀,pang,1
玤,bang,4
玤,beng,3
蚌,bang,4
蚌,beng,4
傍,bang,4
傍,bang,1
傍,pang,2
棒,bang,4
棓,bei,4
棓,bang,4
棓,pou,3
硥,bang,4
硥,mang,3
谤,bang,4
塝,bang,4
徬,pang,2
稖,bang,4
蒡,bang,4
蒡,pang,2
蜯,bang,4
磅,bang,4
磅,pang,2
磅,pang,1
镑,bang,4
艕,bang,4
艕,bang,3
謗,bang,4
鎊,bang,4
勹,bao,1
包,bao,1
佨,bao,1
孢,bao,1
苞,bao,1
胞,bao,1
剝,bao,1
剝,bo,1
笣,bao,1
煲,bao,1
煲,bao,4
龅,bao,1
龅,pao,2
蕔,bao,1
褒,bao,1
闁,bao,1
襃,bao,1
齙,bao,1
齙,pao,2
窇,bao,2
嫑,bao,2
雹,bao,2
宝,bao,3
怉,bao,3
饱,bao,3
保,bao,3
鸨,bao,3
珤,bao,3
堡,bao,3
堡,bu,3
堡,pu,4
堢,bao,3
媬,bao,3
葆,bao,3
寚,bao,3
飹,liu,3
飽,bao,3
褓,bao,3
駂,bao,3
鳵,bao,3
緥,bao,3
鴇,bao,3
賲,bao,3
藵,bao,1
寳,bao,3
寶,bao,3
靌,bao,3
勽,bao,4
报,bao,4
抱,bao,4
豹,bao,4
趵,bo,1
趵,bao,4
铇,bao,4
菢,bao,4
袌,bao,4
袌,gou,1
報,bao,4
鉋,bao,4
鲍,bao,4
靤,pao,4
骲,bao,4
暴,bao,4
暴,pu,4
髱,pao,3
髱,pao,4
虣,bao,4
鮑,bao,4
儤,bao,4
曓,bao,4
爆,bao,4
忁,bao,4
鑤,bao,4
萡,be,1
陂,bei,1
陂,po,1
陂,pi,2
卑,bei,1
杯,bei,1
盃,bei,1
桮,bei,1
悲,bei,1
揹,bei,1
碑,bei,1
鹎,bei,1
藣,bei,1
藣,pi,2
鵯,bei,1
喺,bei,2
北,bei,3
鉳,bei,3
贝,bei,4
狈,bei,4
貝,bei,4
邶,bei,4
备,bei,4
昁,bei,4
牬,bei,4
苝,bei,3
背,bei,4
背,bei,1
钡,bei,4
俻,bei,4
倍,bei,4
悖,bei,4
狽,bei,4
被,bei,4
被,pi,1
偝,bei,1
偝,bei,4
偹,bei,4
梖,bei,4
珼,bei,4
鄁,bei,4
備,bei,4
僃,bei,4
惫,bei,4
焙,bei,4
琲,bei,4
琲,pei,4
軰,bei,4
辈,bei,4
愂,bei,4
碚,bei,4
碚,pei,2
禙,bei,4
蓓,bei,4
蛽,bei,4
犕,bei,4
褙,bei,4
誖,bei,4
骳,bei,4
骳,bi,4
輩,bei,4
鋇,bei,4
憊,bei,4
糒,bei,4
鞴,bei,4
鞴,gou,4
鐾,bei,4
奔,ben,1
奔,ben,4
泍,ben,1
贲,ben,1
贲,bi,4
倴,ben,4
渀,ben,1
逩,ben,4
犇,ben,1
賁,ben,1
賁,bi,4
锛,ben,1
錛,ben,1
本,ben,3
苯,ben,3
奙,ben,3
畚,ben,3
楍,ben,3
坌,ben,4
捹,ben,4
桳,ben,3
笨,ben,4
撪,ben,3
獖,fen,4
輽,fan,4
伻,beng,1
祊,beng,1
奟,peng,1
崩,beng,1
绷,beng,1
绷,beng,3
绷,beng,4
絣,beng,1
絣,ping,3
閍,beng,1
嵭,beng,1
痭,beng,1
痭,peng,2
嘣,beng,1
綳,beng,1
綳,beng,3
綳,beng,4
繃,beng,1
繃,beng,3
繃,beng,4
甭,beng,2
埄,geng,3
埄,peng,3
埲,beng,3
菶,beng,3
琣,bei,4
琣,beng,3
琣,pei,3
琫,beng,3
鞛,beng,3
泵,beng,4
迸,beng,4
逬,beng,4
跰,beng,4
跰,pian,2
塴,beng,1
塴,beng,4
甏,bang,4
甏,beng,4
镚,beng,4
蹦,beng,4
鏰,beng,4
皀,bi,4
皀,xiang,1
屄,bi,1
屄,bi,3
偪,bi,1
毴,bi,1
逼,bi,1
豍,bi,1
豍,bi,4
螕,pi,2
鲾,bi,1
鎞,bi,1
鎞,bi,4
鎞,pi,1
鵖,bi,4
鵖,lang,2
鰏,bi,1
鰏,bi,4
柲,bi,4
荸,bi,2
荸,bo,2
鼻,bi,2
嬶,bi,2
匕,bi,3
比,bi,3
比,bi,4
比,pi,2
夶,bi,3
朼,bi,3
佊,bi,3
吡,bi,3
吡,pi,3
妣,bi,3
沘,bi,3
沘,pi,2
疕,bi,3
彼,bi,3
柀,bi,3
秕,bi,3
俾,bei,1
俾,bi,3
俾,bi,4
俾,pi,4
笔,bi,3
粃,bi,3
粊,bi,4
舭,bi,3
啚,bi,3
筆,bi,3
鄙,bi,3
鄙,bi,4
聛,bi,4
貏,bi,3
貏,bi,4
匂,bi,4
币,bi,4
必,bi,4
毕,bi,4
闭,bi,4
佖,bi,4
坒,bi,4
庇,bi,4
诐,bi,4
邲,bi,4
妼,bi,4
怭,bi,4
枈,bi,4
畀,bi,4
畁,bi,4
苾,bi,4
哔,bi,4
毖,bi,4
珌,bi,4
疪,bi,4
胇,fei,2
胇,fei,4
荜,bi,4
陛,bi,4
毙,bi,4
狴,bi,4
畢,bi,4
袐,bi,4
铋,bi,4
婢,bi,4
庳,bi,4
敝,bi,4
梐,bi,4
萆,bi,4
萆,bei,1
萞,bi,4
閇,bi,4
閉,bi,4
堛,bi,4
弻,bi,4
弼,bi,4
愊,bi,4
愎,bi,4
湢,bi,4
皕,bi,4
禆,bi,4
筚,bi,4
詖,bi,4
貱,bi,4
赑,bi,4
嗶,bi,4
彃,bi,4
楅,bi,4
滗,bi,3
滗,bi,4
滭,bi,4
煏,bi,4
痹,bi,4
痹,bei,1
痺,bei,1
痺,bi,4
腷,bi,4
蓖,bi,4
蓽,bi,4
蜌,bi,4
裨,bi,4
裨,pi,2
裨,bei,1
跸,bi,4
辟,pi,4
辟,bi,4
辟,pi,1
鉍,bi,4
閟,bi,4
飶,bi,4
幣,bi,4
弊,bi,4
熚,bi,4
獙,bi,4
碧,bi,4
稫,bi,1
稫,fu,4
箅,bi,4
箆,bi,4
綼,bei,1
綼,bi,4
蔽,bi,4
鄪,bi,4
馝,bi,4
幤,bi,4
潷,bi,3
潷,bi,4
獘,bi,4
罼,bi,4
襅,bi,4
駜,bi,4
髲,bi,4
髲,pi,4
壁,bi,4
嬖,bi,4
廦,bi,4
篦,bi,4
篳,bi,4
縪,bi,4
縪,bie,4
薜,bi,4
薜,bo,4
觱,bi,4
避,bi,4
鮅,bi,4
斃,bi,4
濞,bi,4
濞,pi,4
臂,bi,4
臂,bei,5
臂,bei,4
蹕,bi,4
鞞,bing,3
髀,bi,4
奰,bei,4
奰,bi,4
璧,bi,4
鄨,bi,4
饆,bi,4
繴,bi,4
繴,bo,4
襞,bi,4
襣,bi,4
鏎,bi,4
鞸,bi,4
韠,bi,4
躃,bi,4
躄,bi,4
魓,bi,4
贔,bi,4
鐴,bei,4
驆,bi,4
鷝,bi,4
鷩,bi,4
鷩,bie,1
鼊,bi,4
边,bian,1
砭,bian,1
笾,bian,1
猵,bian,1
编,bian,1
萹,bian,1
萹,bian,3
萹,pian,1
煸,bian,1
牑,bian,1
甂,bian,1
箯,bian,1
編,bian,1
蝙,bian,1
獱,bin,1
邉,bian,1
鍽,bian,1
鳊,bian,1
邊,bian,1
鞭,bian,1
鯾,bian,1
鯿,bian,1
籩,bian,1
炞,bian,3
贬,bian,3
扁,bian,3
扁,pian,1
窆,bian,3
匾,bian,3
貶,bian,3
惼,bian,3
碥,bian,3
稨,bian,3
稨,bian,1
褊,bian,3
糄,bian,1
鴘,bian,4
鴘,pian,3
藊,bian,3
卞,bian,4
弁,bian,4
忭,bian,4
抃,bian,4
汳,bian,4
汴,bian,4
苄,bian,4
釆,bian,4
釆,cai,2
釆,cai,3
峅,bian,4
拚,pan,4
拚,pin,1
便,bian,4
便,pian,2
变,bian,4
変,bian,4
昪,bian,4
覍,bian,4
徧,bian,4
揙,bian,3
揙,bian,4
缏,bian,4
缏,pian,2
遍,bian,4
遍,pian,4
閞,bian,4
辡,bian,4
緶,bian,4
