〇,刂,0
吖,口,0
阿,阝,0
啊,口,0
锕,钅,0
錒,釒,0
嗄,口,0
厑,厂,0
哎,口,0
哀,亠,0
唉,口,0
埃,土,0
挨,扌,0
欸,欠,1
溾,氵,0
锿,钅,0
鎄,釒,0
啀,口,0
捱,扌,0
皑,白,0
凒,冫,0
嵦,山,0
溰,氵,0
嘊,口,0
敱,攴,1
敳,攵,1
皚,白,0
癌,疒,0
毐,士,0
昹,日,0
娾,女,0
嗳,口,0
矮,矢,0
蔼,艹,0
躷,身,0
噯,口,0
濭,氵,0
藹,艹,0
譪,言,0
霭,雨,0
靄,雨,0
艾,艹,0
伌,亻,0
爱,爪,0
砹,石,0
硋,石,0
隘,阝,0
嗌,口,0
塧,土,0
嫒,女,0
愛,爪,0
碍,石,0
叆,二,0
暧,日,0
瑷,王,0
僾,亻,0
壒,土,0
嬡,女,0
懓,忄,0
薆,艹,0
懝,忄,0
曖,日,0
璦,王,0
賹,貝,0
餲,飠,0
鴱,鳥,1
皧,白,0
瞹,目,0
馤,禾,0
礙,石,0
譺,言,0
鑀,釒,0
鱫,魚,0
靉,雨,0
安,宀,0
侒,亻,0
峖,山,0
桉,木,0
氨,气,0
庵,广,0
菴,艹,0
谙,讠,0
媕,女,0
萻,艹,0
葊,艹,0
痷,疒,0
腤,月,0
鹌,鸟,1
蓭,艹,0
誝,言,0
鞌,革,1
鞍,革,0
盦,皿,1
諳,言,0
闇,門,0
馣,禾,0
鮟,魚,0
盫,人,0
鵪,鳥,1
韽,音,1
鶕,音,0
玵,王,0
啽,口,0
雸,雨,0
垵,土,0
俺,亻,0
唵,口,0
埯,土,0
铵,钅,0
隌,阝,0
揞,扌,0
晻,日,0
罯,罒,0
銨,釒,0
犴,犭,0
岸,山,0
按,扌,0
洝,氵,0
荌,艹,0
案,木,1
胺,月,0
豻,豸,0
堓,土,0
婩,女,0
暗,日,0
貋,豸,0
儑,亻,0
錌,釒,0
黯,黑,0
肮,月,0
骯,骨,0
岇,山,0
昂,日,0
昻,日,0
枊,木,0
盎,皿,1
醠,酉,0
凹,凵,1
坳,土,0
垇,土,0
柪,木,0
軪,車,0
爊,火,0
敖,攵,1
厫,厂,0
隞,阝,0
嗷,口,0
嗸,口,1
